0.050	3.161873e-04	2.126959e-05	1.137875e+05	1.105662e+05	1.330719e+05	1.521791e+00	2.024432e+05	9.220297e+04	8.990650e-01	9.959596e-01	2.000778e-03	
0.100	3.161881e-04	2.126787e-05	1.137954e+05	1.105767e+05	1.330906e+05	1.521766e+00	2.024601e+05	9.222091e+04	8.995408e-01	9.957698e-01	2.000260e-03	
0.150	3.161878e-04	2.126624e-05	1.137985e+05	1.105800e+05	1.331190e+05	1.521758e+00	2.024755e+05	9.224924e+04	8.995281e-01	9.957901e-01	1.999744e-03	
0.200	3.161875e-04	2.126461e-05	1.138016e+05	1.105834e+05	1.331472e+05	1.521750e+00	2.024908e+05	9.227735e+04	8.995146e-01	9.958102e-01	1.999229e-03	
0.250	3.161872e-04	2.126299e-05	1.138047e+05	1.105867e+05	1.331754e+05	1.521742e+00	2.025060e+05	9.230539e+04	8.995011e-01	9.958302e-01	1.998715e-03	
0.300	3.161870e-04	2.126137e-05	1.138078e+05	1.105900e+05	1.332035e+05	1.521734e+00	2.025213e+05	9.233336e+04	8.994878e-01	9.958501e-01	1.998203e-03	
0.350	3.161867e-04	2.125976e-05	1.138109e+05	1.105934e+05	1.332315e+05	1.521727e+00	2.025365e+05	9.236126e+04	8.994745e-01	9.958700e-01	1.997693e-03	
0.400	3.161864e-04	2.125815e-05	1.138140e+05	1.105967e+05	1.332594e+05	1.521719e+00	2.025516e+05	9.238909e+04	8.994613e-01	9.958897e-01	1.997184e-03	
0.450	3.161861e-04	2.125655e-05	1.138171e+05	1.106000e+05	1.332873e+05	1.521711e+00	2.025667e+05	9.241684e+04	8.994482e-01	9.959093e-01	1.996676e-03	
0.500	3.161858e-04	2.125494e-05	1.138202e+05	1.106034e+05	1.333151e+05	1.521703e+00	2.025818e+05	9.244453e+04	8.994352e-01	9.959288e-01	1.996170e-03	
0.550	3.161855e-04	2.125334e-05	1.138233e+05	1.106067e+05	1.333428e+05	1.521696e+00	2.025969e+05	9.247215e+04	8.994223e-01	9.959483e-01	1.995665e-03	
0.600	3.161853e-04	2.125175e-05	1.138264e+05	1.106101e+05	1.333705e+05	1.521688e+00	2.026119e+05	9.249969e+04	8.994095e-01	9.959676e-01	1.995161e-03	
0.650	3.161850e-04	2.125016e-05	1.138295e+05	1.106134e+05	1.333981e+05	1.521680e+00	2.026269e+05	9.252717e+04	8.993967e-01	9.959868e-01	1.994659e-03	
0.700	3.161847e-04	2.124857e-05	1.138327e+05	1.106168e+05	1.334256e+05	1.521672e+00	2.026418e+05	9.255457e+04	8.993840e-01	9.960060e-01	1.994159e-03	
0.750	3.161844e-04	2.124699e-05	1.138358e+05	1.106201e+05	1.334531e+05	1.521665e+00	2.026568e+05	9.258191e+04	8.993714e-01	9.960250e-01	1.993660e-03	
0.800	3.161841e-04	2.124541e-05	1.138389e+05	1.106235e+05	1.334805e+05	1.521657e+00	2.026717e+05	9.260917e+04	8.993589e-01	9.960440e-01	1.993162e-03	
0.850	3.161839e-04	2.124383e-05	1.138420e+05	1.106269e+05	1.335078e+05	1.521650e+00	2.026865e+05	9.263637e+04	8.993465e-01	9.960629e-01	1.992665e-03	
0.900	3.161836e-04	2.124226e-05	1.138451e+05	1.106302e+05	1.335351e+05	1.521642e+00	2.027014e+05	9.266350e+04	8.993341e-01	9.960817e-01	1.992170e-03	
0.950	3.161833e-04	2.124069e-05	1.138482e+05	1.106336e+05	1.335622e+05	1.521634e+00	2.027162e+05	9.269055e+04	8.993218e-01	9.961004e-01	1.991677e-03	
1.000	3.256620e-04	2.063954e-05	1.663857e+05	1.939334e+05	3.707266e+05	1.384414e+00	3.223119e+05	3.246250e+05	2.829188e+00	1.022927e+00	1.997654e-03	
1.050	3.255707e-04	2.068235e-05	1.656990e+05	1.927913e+05	3.700013e+05	1.385900e+00	3.215545e+05	3.239825e+05	2.844991e+00	1.022552e+00	2.010053e-03	
1.100	3.254808e-04	2.072486e-05	1.650272e+05	1.916757e+05	3.692621e+05	1.387366e+00	3.208064e+05	3.233241e+05	2.860548e+00	1.022170e+00	2.022362e-03	
1.150	3.253920e-04	2.076711e-05	1.643662e+05	1.905794e+05	3.685182e+05	1.388820e+00	3.200663e+05	3.226597e+05	2.875845e+00	1.021792e+00	2.034581e-03	
1.200	3.253041e-04	2.080910e-05	1.637161e+05	1.895026e+05	3.677696e+05	1.390261e+00	3.193343e+05	3.219890e+05	2.890878e+00	1.021420e+00	2.046710e-03	
1.250	3.252172e-04	2.085081e-05	1.630770e+05	1.884456e+05	3.670162e+05	1.391689e+00	3.186103e+05	3.213119e+05	2.905644e+00	1.021052e+00	2.058751e-03	
1.300	3.251314e-04	2.089226e-05	1.624491e+05	1.874084e+05	3.662577e+05	1.393102e+00	3.178944e+05	3.206283e+05	2.920139e+00	1.020690e+00	2.070703e-03	
1.350	3.250468e-04	2.093343e-05	1.618326e+05	1.863913e+05	3.654941e+05	1.394501e+00	3.171866e+05	3.199382e+05	2.934360e+00	1.020332e+00	2.082567e-03	
1.400	3.249633e-04	2.097432e-05	1.612275e+05	1.853942e+05	3.647254e+05	1.395884e+00	3.164869e+05	3.192415e+05	2.948304e+00	1.019980e+00	2.094343e-03	
1.450	3.248810e-04	2.101493e-05	1.606339e+05	1.844173e+05	3.639515e+05	1.397252e+00	3.157952e+05	3.185381e+05	2.961969e+00	1.019634e+00	2.106033e-03	
1.500	3.247999e-04	2.105526e-05	1.600518e+05	1.834607e+05	3.631725e+05	1.398603e+00	3.151117e+05	3.178282e+05	2.975353e+00	1.019293e+00	2.117636e-03	
1.550	3.247200e-04	2.109531e-05	1.594815e+05	1.825243e+05	3.623884e+05	1.399937e+00	3.144362e+05	3.171117e+05	2.988455e+00	1.018957e+00	2.129153e-03	
1.600	3.246415e-04	2.113507e-05	1.589227e+05	1.816081e+05	3.615993e+05	1.401254e+00	3.137687e+05	3.163888e+05	3.001273e+00	1.018627e+00	2.140585e-03	
1.650	3.245642e-04	2.117454e-05	1.583757e+05	1.807120e+05	3.608052e+05	1.402553e+00	3.131093e+05	3.156595e+05	3.013807e+00	1.018302e+00	2.151933e-03	
1.700	3.244882e-04	2.121372e-05	1.578404e+05	1.798361e+05	3.600064e+05	1.403834e+00	3.124578e+05	3.149239e+05	3.026056e+00	1.017984e+00	2.163196e-03	
1.750	3.244136e-04	2.125262e-05	1.573166e+05	1.789802e+05	3.592028e+05	1.405097e+00	3.118143e+05	3.141824e+05	3.038022e+00	1.017670e+00	2.174377e-03	
1.800	3.243404e-04	2.129122e-05	1.568045e+05	1.781441e+05	3.583948e+05	1.406341e+00	3.111786e+05	3.134349e+05	3.049705e+00	1.017363e+00	2.185474e-03	
